"","X12S","X16S","BDNF","CXCR4","cytb","H3A","NCX1","ND1","ND2","POMC","RAG1","RHOD","SIA","SLC8A3","TYR"
"6411","DQ283407","DQ283407","","","EF036667","DQ284388","","DQ517764","DQ517764","","","DQ284016","DQ282864","",""
"6412","","","","","","","","","","","","","","",""
"6413","GQ368656","FJ951270","","EF107472","FJ951335","","EF107248","GQ368656","GQ368656","FJ951366","AY650127","","","EF107406",""
"6414","","FJ951275","","","FJ951346","","FJ951363","AY916035","AY916035","FJ951367","AY650128","","","FJ951421",""
"6415","DQ283119","DQ283119","EU275863","","FJ951356","DQ284165","FJ951361","AY916036","AY916036","FJ951368","FJ951369","","","FJ951419",""
"6416","AY915966","NC_004926","EU275889","","AF255430","","AY948847","NC_004926","NC_004926","EU275843","AY650142","","","AY948911",""
"6417","DQ283274","DQ283274","","","AB445775","DQ284293","","NC_007446","NC_007446","","AY583346","","","",""
"6418","DQ283263","DQ283263","","","AY691719","DQ284286","","GQ368662","GQ368662","","AY650141","","","",""
"6419","GQ368657","GQ368657","","","AY728957","","","GQ368657","GQ368657","","KC165591","","","",""
"6420","","","","","DQ999075","","JX144983","","","KC295575","AY691695","","","JX145020",""
"6421","DQ283118","DQ283118","","EF107496","AY734622","DQ284164","EF107276","","","","EF107335","","","",""
"6422","DQ283261","DQ283261","EU275870","","DQ387957","DQ284284","","DQ517765","DQ517765","EU275824","EU275789","","","",""
"6423","","AY028726","","","AY028754","","","","","","","","","",""
"6424","AY916005","AY593121","HM037737","","AY593135","","","NC_008077","NC_008077","HM037762","HM037712","","","",""
"6425","AY916007","DQ283340","HM037738","EF017998","AY593142","DQ284330","EF018023","NC_008083","NC_008083","HM037763","EF018054","","","EF107362",""
"6426","AY916004","NC_008085","HM037739","","EU296381","","","NC_008085","NC_008085","HM037764","HM037714","","","",""
"6427","AY916009","AY028734","HM037740","","AY593145","","","NC_012430","NC_012430","HM037765","HQ902535","","","",""
"6428","AY915987","AY915987","","","","","","","AY915939","","","","","",""
"6429","AY915980","AY593120","HM037741","","AY593134","","","NC_008076","NC_008076","HM037766","HM037716","","","",""
"6430","NC_009335","NC_009335","","","DQ652224","","","NC_009335","NC_009335","","","","","",""
"6431","AB201671","AB201706","","","AB266675","","","","AY915936","","","","","",""
"6432","AY915982","HM036353","HM037742","","EF076244","","","NC_008088","JQ710885","HM037767","HM037717","","","",""
"6433","AY915974","AY915974","","","","","","","AY915926","","","","","",""
"6434","AY915992","AY523782","","EF018001","AY593143","","AY523732","NC_008084","NC_008084","","DQ347285","DQ347406","","EF107400",""
"6435","","","","","DQ652195","","","","","","","","","",""
"6436","","","","","DQ652203","","","","","","","","","",""
"6437","NC_013762","EF616474","HM037743","","EF076245","","","NC_013762","NC_013762","HM037768","HM037718","","","",""
"6438","AY915983","AY915983","","","","","","","AY915935","","","","","",""
"6439","","","","","","","","","","","","","","",""
"6440","","","","","AB266673","","","","","","","","","",""
"6441","AB201670","AB201705","","","AB266674","","","","AY915947","","","","","","AY341765"
"6442","DQ366354","DQ888090","HM037744","","EU157028","","","NC_008079","NC_008079","HM037769","HM037719","","","",""
"6443","AY915988","AY915988","","","AB363610","","","","AY915940","","","","","",""
"6444","HM036355","JN165984","HM037745","","EF433580","","","HM036355","HM036355","HM037770","HM037720","","","",""
"6445","AB201659","AB201684","","","AB266672","","","","AY915937","","","","","",""
"6446","AB201669","NC_020650","HM037746","","AB266664","","","NC_020650","NC_020650","HM037771","AY650144","","","",""
"6447","AY915991","AY915991","","","","","","","AY915943","","","","","",""
"6448","AY915979","AY915979","","","","","","","AY915931","","","","","",""
"6449","EF201847","EF201847","HM037747","","EF201847","","","NC_010224","NC_010224","HM037772","HM037722","","","",""
"6450","AY915996","HM036351","HM037748","","AB363609","","","HM036351","HM036351","HM037773","HM037723","","","",""
"6451","AY915993","AY915993","EU275864","","DQ652213","","","","AY915945","EU275818","","","","",""
"6452","AY915986","AY915986","","","","","","","AY915938","","","","","",""
"6453","AY915990","AY915990","","","","","","","AY915942","","","","","",""
"6454","AY915989","HM036357","HM037749","","AB266650","","","HM036357","HM036357","HM037774","HM037724","","","",""
"6455","AY915975","AY915975","","","","","","","AY915927","","","","","",""
"6456","","","","","","","","","","","","","","",""
"6457","JN415127","JN415127","","","FJ911531","","","NC_013825","NC_013825","","","","","",""
"6458","AB201664","AB201678","","","AB297552","","","","","","","","","",""
"6459","HM036354","JN165982","HM037750","","AY300158","","","NC_020649","NC_020649","HM037775","HM037725","","","",""
"6460","AY916011","AY028746","HM037751","","DQ335746","","","NC_008078","NC_008078","HM037776","HM037726","","","",""
"6461","AY916012","AY372534","HM037752","","DQ335729","","","NC_008081","NC_008081","HM037777","HM037727","","","",""
"6462","AY915969","DQ417192","HM037753","","AB452959","","","NC_008089","NC_008089","HM037778","HM037728","","","",""
"6463","AY915970","JX158050","","","AB452892","","","AY916032","AY916032","","AY583350","","","",""
"6464","","","","","","","","","","","","","","",""
"6465","","JX158040","","","JX158280","","","","","","","","","",""
"6466","","JX158077","","","JX158323","","","","","","","","","",""
"6467","","","","","","","","","","","","","","",""
"6468","","JX157994","","","JX158231","","","","","","","","","",""
"6469","","JX158000","","","JX158237","","","","","","","","","",""
"6470","AY915972","NC_008080","HM037754","","DQ335747","","","NC_008080","NC_008080","HM037779","HM037729","","","",""
"6471","DQ333822","NC_008091","HM037755","","NC_008091","","","NC_008091","NC_008091","HM037780","HM037730","","","",""
"6472","AY915997","NC_008090","HM037756","","NC_008090","","","NC_008090","NC_008090","HM037781","HM037731","","","",""
"6473","AY915998","AY915998","","","","","","","AY915950","","","","","",""
"6474","AY916013","NC_020635","HM037758","","DQ335719","","","NC_020635","NC_020635","HM037783","HM037733","","","",""
"6475","","JN165944","","","JX867277","","","","","","","","","",""
"6476","","JN165942","","","","","","","","","","","","",""
"6477","","JN165946","","","JX867278","","","","","","","","","",""
"6478","NC_020634","NC_020634","HM037757","","NC_020634","","","NC_020634","NC_020634","","HM037732","","","",""
"6479","FJ532060","FJ532060","HM037759","","DQ335714","","","FJ532060","FJ532060","HM037784","HM037734","","","",""
"6480","AY915999","NC_004021","HM037760","","AY373460","","","NC_004021","NC_004021","HM037785","HM037735","","","",""
"6481","AY916003","JX508764","HM037761","","AB363595","","","JX508762","JX508762","HM037786","AY650145","","","",""
"6482","NC_021106","NC_021106","","","NC_021106","","","NC_021106","NC_021106","","","","","",""
"6483","","","","","","","","","","","","","","",""
"6484","","","","","","","","","","","","","","",""
"6485","AY032923","EU011482","JF449372","","FJ417823","","","NC_006340","NC_006340","JF449377","EU020160","","","",""
"6486","","JQ035722","","","JQ035779","","","","","","","","","",""
"6487","","","","","U89626","","","","EU117193","","","","","",""
"6488","","EU011256","","","AF057550","","","","EU117190","","EU020163","","","",""
"6489","","EU011248","","","EU011249","","","","EU117195","","EU020161","","","",""
"6490","","EU011260","","","EU011261","","","","EU117191","","EU020162","","","",""
"6491","","JQ035727","","","AF057553","","","","EU117192","","","","","",""
"6492","","","","","JQ250328","","","","","","","","","",""
"6493","","","","","AF057552","","","","","","","","","",""
"6494","","","","","JQ250326","","","","","","","","","",""
"6495","","DQ642047","EU275901","","AY691754","","","","EU117194","EU275855","AY650126","","","",""
"6496","","","","","JQ250327","","","","","","","","","",""
"6497","","EU011252","","","EU011253","","","","EU117187","","EU020164","","","",""
"6498","","","","","U89623","","","","","","","","","",""
"6499","","","","","AF057549","","","","","","","","","",""
"6500","","JQ035717","","","AF057551","","","","","","","","","",""
"6501","","","","","","","","","","","","","","",""
"6502","","JQ035715","","","U89621","","","","","","","","","",""
"6503","","JQ035728","","","JQ035785","","","","","","","","","",""
"6504","","","JF449369","","U89625","","","NC_006333","NC_006333","JF449374","EU020165","","","",""
"6505","","AF218492","","","AF212984","","","","","","","","","",""
"6506","","","","","","","","","","","","","","",""
"6507","","AY526117","","","AY526160","","","","","","","","","",""
"6508","","AY526157","","","AY526194","","","","","","","","","",""
"6509","","","","","","","","","","","","","","",""
"6510","","JQ899154","","","JQ899183","","","","","","","","","",""
"6511","","AY526118","","","AY526161","","","","","","KC614436","","","",""
"6512","","","","","","","","","","","","","","",""
"6513","","JQ899159","","","JQ899189","","","","","","","","","",""
"6514","","","","","","","","","","","","","","",""
"6515","","","","","","","","","","","","","","",""
"6516","","AY526139","","","AY526176","","","","","","KC614458","","","",""
"6517","","","","","","","","","","","","","","",""
"6518","","AY526141","","","AY526178","","","","","","","","","",""
"6519","HQ009946","","","","","","","","","","","","","",""
"6520","","AF199233","","","AF199195","","","","","","KC614459","","","",""
"6521","","","","","","","","","","","","","","",""
"6522","","KC287994","","","KC288086","","","","","KC288054","","","","",""
"6523","","AY526119","","","AY526162","","","","","","","","","",""
"6524","","JQ899163","","","JQ899193","","","","","","","","","",""
"6525","","AY526142","","","AY526179","","","","","","KC699924","","","",""
"6526","","","","","","","","","","","","","","",""
"6527","HQ009925","GU725454","","","GU725467","","","","","","","","","",""
"6528","","","","","","","","","","","","","","",""
"6529","HQ009902","","","","","","","","","","","","","",""
"6530","","AY526143","","","AY526180","","","","","","","","","",""
"6531","","AY526144","","","AY526181","","","","","","","","","",""
"6532","","","","","","","","","","","","","","",""
"6533","","","","","","","","","","","","","","",""
"6534","HQ009915","AF218497","","","AF212988","","","","","","","","","",""
"6535","HQ009955","AY526145","","","AY526182","","","","","","KC614438","","","",""
"6536","","AF218496","","","AF212987","","","","","","KC699925","","","",""
"6537","","AY526120","","","AF212097","","","","","","","","","",""
